timestamp,open,high,low,close,volume
2025-05-09 00:00:00,103249.58,103249.58,103153.77,103153.77,0.0930906
2025-05-09 00:01:00,103168.14,103170.3,103095.7,103095.7,0.03542816
2025-05-09 00:02:00,103095.7,103124.45,103092.64,103100.83,0.21306307
2025-05-09 00:03:00,103118.96,103181.72,103095.69,103181.72,0.12946029
2025-05-09 00:04:00,103261.04,103261.04,103136.03,103136.03,0.11890162
2025-05-09 00:05:00,103104.02,103127.73,103088.89,103101.6,0.01527392
2025-05-09 00:06:00,103094.49,103104.95,103084.82,103086.07,0.02559011
2025-05-09 00:07:00,103086.07,103159.01,103082.99,103118.15,0.04479571
2025-05-09 00:08:00,103110.44,103110.44,103059.54,103059.54,0.03300808
2025-05-09 00:09:00,103066.02,103145.02,103041.58,103133.42,0.29204076
2025-05-09 00:10:00,103097.5,103097.5,103016.9,103016.9,0.13783489
2025-05-09 00:13:00,103024.59,103063.72,103024.59,103063.72,0.08349275
2025-05-09 00:15:00,103092.45,103092.45,102981.83,102981.83,0.02030751
2025-05-09 00:17:00,102958.0,102969.17,102949.98,102969.17,0.04292426
2025-05-09 00:18:00,103020.15,103056.36,103000.77,103056.36,0.14486407
2025-05-09 00:20:00,103160.87,103160.87,103142.12,103142.12,0.04498237
2025-05-09 00:21:00,103109.95,103109.95,102990.77,103012.35,0.20629828
2025-05-09 00:22:00,103056.72,103056.72,103039.85,103039.85,0.25744054
2025-05-09 00:23:00,102963.92,102964.2,102961.53,102961.53,0.05137753
2025-05-09 00:24:00,102943.19,102971.44,102943.19,102955.53,0.02083873
2025-05-09 00:26:00,102923.87,102923.87,102902.13,102902.13,0.05553253
2025-05-09 00:27:00,102900.12,102900.12,102835.1,102835.1,0.11256305
2025-05-09 00:29:00,102834.17,102834.17,102805.43,102805.43,0.04461969
2025-05-09 00:31:00,102849.69,102861.71,102818.16,102826.17,0.11009036
2025-05-09 00:33:00,102784.01,102784.01,102743.54,102743.54,0.09725608
2025-05-09 00:35:00,102679.91,102756.46,102662.39,102669.55,0.43354873
2025-05-09 00:36:00,102656.56,102699.37,102629.34,102629.34,0.48140906
2025-05-09 00:37:00,102619.66,102700.42,102598.92,102697.4,0.20703901
2025-05-09 00:38:00,102709.75,102736.49,102709.75,102718.58,0.04773802
2025-05-09 00:39:00,102714.39,102714.39,102699.63,102699.63,0.07152303
2025-05-09 00:40:00,102696.71,102723.14,102633.28,102635.01,0.09678814
2025-05-09 00:42:00,102643.57,102643.57,102537.72,102537.72,0.229538
2025-05-09 00:44:00,102683.86,102745.27,102681.54,102745.27,0.15249254
2025-05-09 00:45:00,102750.9,102750.9,102732.12,102732.12,0.01466412
2025-05-09 00:46:00,102732.13,102732.13,102703.06,102703.06,0.04623926
2025-05-09 00:47:00,102695.27,102695.27,102661.57,102692.36,0.07541386
2025-05-09 00:48:00,102666.89,102744.81,102666.89,102744.81,0.06776269
2025-05-09 00:51:00,102810.39,102976.91,102810.39,102973.87,0.06604028
2025-05-09 00:52:00,102963.65,103062.34,102963.65,103056.66,0.58179688
2025-05-09 00:53:00,103016.16,103016.16,102882.86,102882.86,0.18866565
2025-05-09 00:55:00,102868.93,102878.02,102838.21,102838.21,0.05488958
2025-05-09 00:56:00,102792.26,102805.87,102781.49,102785.1,0.19627351
2025-05-09 00:59:00,102809.86,102828.31,102809.86,102817.7,0.14255382
2025-05-09 01:00:00,102849.32,102849.32,102774.51,102774.51,0.03199942
2025-05-09 01:01:00,102789.31,102797.41,102767.01,102774.69,0.13510745
2025-05-09 01:03:00,102805.52,102805.52,102771.82,102771.82,0.03915343
2025-05-09 01:05:00,102777.99,102777.99,102714.46,102714.46,0.02023988
2025-05-09 01:06:00,102767.23,102797.84,102767.23,102797.84,0.0479
2025-05-09 01:08:00,102899.93,102918.08,102878.75,102878.75,0.16221394
2025-05-09 01:09:00,102872.32,102874.38,102872.32,102872.82,0.05277006
2025-05-09 01:10:00,102823.91,102823.91,102799.37,102815.63,0.09339001
2025-05-09 01:11:00,102827.15,102827.15,102759.34,102779.86,0.08241751
2025-05-09 01:12:00,102798.53,102798.53,102763.09,102763.09,0.22052043
2025-05-09 01:13:00,102763.09,102835.25,102763.09,102835.25,0.0072
2025-05-09 01:14:00,102835.25,102835.25,102739.9,102745.59,0.06183523
2025-05-09 01:15:00,102748.6,102913.69,102748.59,102913.69,0.09137831
2025-05-09 01:16:00,102948.59,102981.33,102948.59,102968.67,0.12392421
2025-05-09 01:17:00,102917.88,103000.78,102895.24,102906.31,0.06426596
2025-05-09 01:18:00,102832.69,102840.53,102819.14,102819.14,0.07666045
2025-05-09 01:19:00,102847.53,102847.53,102847.53,102847.53,0.00125756
2025-05-09 01:20:00,102766.44,102766.44,102730.05,102743.5,0.23617931
2025-05-09 01:21:00,102742.92,102742.92,102640.08,102691.85,0.48634097
2025-05-09 01:22:00,102674.53,102674.53,102664.07,102664.07,0.04244445
2025-05-09 01:23:00,102642.55,102658.24,102605.21,102605.21,0.27130782
2025-05-09 01:24:00,102595.99,102601.72,102572.07,102601.72,0.04627895
2025-05-09 01:25:00,102607.99,102653.34,102553.09,102653.34,0.11348669
2025-05-09 01:26:00,102699.89,102705.56,102699.89,102705.56,0.04730092
