timestamp,open,high,low,close,volume
2025-04-09,0.1459,0.17945,0.14247,0.16875,74847862.1
2025-04-10,0.16883,0.17838,0.16353,0.16831,46941101.4
2025-04-11,0.16815,0.17661,0.1648,0.16749,34032581.0
2025-04-12,0.16751,0.17815,0.16552,0.17711,15750084.0
2025-04-13,0.17695,0.17695,0.1635,0.16538,17632540.4
2025-04-14,0.16524,0.1728,0.1625,0.16518,18998697.8
2025-04-15,0.16525,0.16827,0.15664,0.157,9425224.3
2025-04-16,0.1569,0.16072,0.15268,0.15741,13496801.2
2025-04-17,0.15738,0.16589,0.15636,0.16311,7593132.7
2025-04-18,0.16304,0.16663,0.162,0.16535,5472728.2
2025-04-19,0.16531,0.16782,0.16433,0.16708,2715632.3
2025-04-20,0.16725,0.16884,0.16091,0.16626,4202436.3
2025-04-21,0.16665,0.17397,0.16613,0.16919,11694288.9
2025-04-22,0.1692,0.18228,0.1676,0.18181,9650058.0
2025-04-23,0.18202,0.18993,0.17752,0.18107,18839460.8
2025-04-24,0.18093,0.189,0.17549,0.18837,19466527.7
2025-04-25,0.1885,0.20235,0.18404,0.19257,28098920.3
2025-04-26,0.19258,0.19807,0.18994,0.19177,10297810.1
2025-04-27,0.19157,0.19403,0.18494,0.19044,11831192.3
2025-04-28,0.1905,0.19911,0.18556,0.19091,23196350.7
2025-04-29,0.19045,0.1919,0.18364,0.18623,10782054.4
2025-04-30,0.18607,0.18857,0.17596,0.18169,11594427.5
2025-05-01,0.18161,0.19186,0.18134,0.18595,7910866.0
2025-05-02,0.18609,0.19058,0.18377,0.18704,7883088.2
2025-05-03,0.187,0.18743,0.17921,0.18024,6135015.6
2025-05-04,0.18012,0.18485,0.17546,0.17612,9645351.0
2025-05-05,0.17605,0.17844,0.17174,0.1735,9191514.4
2025-05-06,0.17351,0.17752,0.1694,0.17718,14025998.4
2025-05-07,0.17729,0.1782,0.17263,0.1757,10532228.6
2025-05-08,0.17587,0.19704,0.17494,0.19533,15167578.0
2025-05-09,0.1952,0.20647,0.19275,0.20241,17227508.7
2025-05-10,0.20288,0.2198,0.20032,0.21872,21926611.6
2025-05-11,0.21849,0.22075,0.20027,0.20686,18097540.8
2025-05-12,0.20683,0.22862,0.20472,0.21498,49869944.0
2025-05-13,0.21508,0.21854,0.2007,0.21603,20929084.8
2025-05-14,0.216,0.2168,0.2038,0.20641,18399136.3
2025-05-15,0.20645,0.20779,0.19337,0.19807,17824071.2
2025-05-16,0.19806,0.2019,0.19379,0.19555,11574957.9
2025-05-17,0.19542,0.19595,0.18704,0.19102,9845901.3
2025-05-18,0.19114,0.20072,0.1868,0.19677,10773539.8
