timestamp,usdt_balance,HBAR_balance,portfolio_value
2025-05-09 00:00:00,1000.0,0.0,1000.0
2025-05-09 00:02:00,924.925,379.93920973,999.0587386025176
2025-05-09 00:03:00,924.925,379.93920973,998.9903495447661
2025-05-09 00:04:00,924.925,379.93920973,999.0549392104202
2025-05-09 00:05:00,924.925,379.93920973,998.9561550158904
2025-05-09 00:06:00,924.925,379.93920973,998.9333586633066
2025-05-09 00:07:00,924.925,379.93920973,999.1233282681717
2025-05-09 00:08:00,924.925,379.93920973,998.9029635265283
2025-05-09 00:09:00,924.925,379.93920973,998.8915653502363
2025-05-09 00:10:00,924.925,379.93920973,998.7319908821497
2025-05-09 00:11:00,924.925,379.93920973,998.7471884505389
2025-05-09 00:13:00,924.925,379.93920973,998.823176292485
2025-05-09 00:14:00,924.925,379.93920973,998.7813829794146
2025-05-09 00:15:00,924.925,379.93920973,998.7547872347336
2025-05-09 00:16:00,924.925,379.93920973,998.6825987848848
2025-05-09 00:18:00,924.925,379.93920973,998.8497720371661
2025-05-09 00:19:00,924.925,379.93920973,998.9257598791121
2025-05-09 00:20:00,924.925,379.93920973,998.975151976377
2025-05-09 00:21:00,924.925,379.93920973,998.8877659581391
2025-05-09 00:22:00,924.925,379.93920973,998.8725683897499
2025-05-09 00:23:00,924.925,379.93920973,998.6901975690795
2025-05-09 00:24:00,924.925,379.93920973,998.7167933137606
2025-05-09 00:25:00,924.925,379.93920973,998.7243920979552
2025-05-09 00:26:00,924.925,379.93920973,998.6522036481065
2025-05-09 00:28:00,924.925,379.93920973,998.6863981769822
2025-05-09 00:30:00,924.925,379.93920973,998.7243920979552
2025-05-09 00:31:00,924.925,379.93920973,998.6180091192307
2025-05-09 00:33:00,924.925,379.93920973,998.8193769003876
2025-05-09 00:34:00,924.925,379.93920973,998.621808511328
2025-05-09 00:35:00,924.925,379.93920973,998.557218845674
2025-05-09 00:36:00,924.925,379.93920973,998.4470364748522
2025-05-09 00:37:00,924.925,379.93920973,998.6104103350361
2025-05-09 00:38:00,924.925,379.93920973,998.8345744687769
2025-05-09 00:39:00,924.925,379.93920973,998.735790274247
2025-05-09 00:40:00,924.925,379.93920973,998.5724164140631
2025-05-09 00:41:00,924.925,379.93920973,998.5990121587442
2025-05-09 00:42:00,924.925,379.93920973,998.7205927058578
2025-05-09 00:43:00,924.925,379.93920973,998.7623860189282
2025-05-09 00:44:00,924.925,379.93920973,998.8535714292634
2025-05-09 00:45:00,924.925,379.93920973,998.9409574475012
2025-05-09 00:46:00,924.925,379.93920973,998.9409574475012
2025-05-09 00:48:00,924.925,379.93920973,998.9523556237932
2025-05-09 00:49:00,924.925,379.93920973,998.9485562316959
2025-05-09 00:50:00,924.925,379.93920973,999.0967325234906
2025-05-09 00:52:00,924.925,379.93920973,999.1689209733393
2025-05-09 00:53:00,924.925,379.93920973,999.0853343471987
2025-05-09 00:55:00,924.925,379.93920973,999.0283434657391
2025-05-09 00:56:00,924.925,379.93920973,998.9295592712093
2025-05-09 00:58:00,924.925,379.93920973,998.9143617028202
2025-05-09 00:59:00,924.925,379.93920973,998.8915653502363
2025-05-09 01:00:00,924.925,379.93920973,998.8687689976525
2025-05-09 01:02:00,924.925,379.93920973,998.8079787240957
2025-05-09 01:03:00,924.925,379.93920973,998.8041793319985
2025-05-09 01:04:00,924.925,379.93920973,998.8079787240957
2025-05-09 01:06:00,924.925,379.93920973,998.735790274247
2025-05-09 01:07:00,924.925,379.93920973,998.8573708213606
2025-05-09 01:09:00,924.925,379.93920973,998.8421732529714
2025-05-09 01:12:00,924.925,379.93920973,998.9713525842797
2025-05-09 01:13:00,924.925,379.93920973,999.191717325923
2025-05-09 01:15:00,924.925,379.93920973,999.2107142864096
2025-05-09 01:16:00,924.925,379.93920973,999.5032674779017
2025-05-09 01:17:00,924.925,379.93920973,999.4652735569287
2025-05-09 01:18:00,924.925,379.93920973,999.3284954414258
2025-05-09 01:19:00,924.925,379.93920973,999.1689209733393
2025-05-09 01:20:00,924.925,379.93920973,999.0473404262257
2025-05-09 01:21:00,924.925,379.93920973,998.975151976377
2025-05-09 01:22:00,924.925,379.93920973,998.9865501526689
2025-05-09 01:23:00,924.925,379.93920973,998.861170213458
2025-05-09 01:25:00,924.925,379.93920973,998.9333586633066
2025-05-09 01:26:00,924.925,379.93920973,999.0853343471987
2025-05-09 01:27:00,924.925,379.93920973,998.9637538000851
2025-05-09 01:28:00,924.925,379.93920973,999.01314589735
2025-05-09 01:32:00,924.925,379.93920973,998.9941489368634
2025-05-09 01:33:00,924.925,379.93920973,998.9979483289608
2025-05-09 01:34:00,924.925,379.93920973,998.7775835873174
2025-05-09 01:35:00,924.925,379.93920973,998.8573708213606
2025-05-09 01:36:00,924.925,379.93920973,998.937158055404
2025-05-09 01:38:00,924.925,379.93920973,998.8649696055553
2025-05-09 01:39:00,924.925,379.93920973,998.823176292485
2025-05-09 01:40:00,924.925,379.93920973,998.9333586633066
2025-05-09 01:42:00,924.925,379.93920973,998.9219604870148
2025-05-09 01:44:00,924.925,379.93920973,998.937158055404
2025-05-09 01:45:00,924.925,379.93920973,998.8649696055553
2025-05-09 01:46:00,924.925,379.93920973,998.785182371512
2025-05-09 01:47:00,924.925,379.93920973,998.7927811557065
2025-05-09 01:48:00,924.925,379.93920973,998.937158055404
2025-05-09 01:49:00,924.925,379.93920973,998.8953647423336
2025-05-09 01:50:00,924.925,379.93920973,998.8383738608742
2025-05-09 01:51:00,924.925,379.93920973,998.9637538000851
2025-05-09 01:54:00,924.925,379.93920973,999.0321428578364
2025-05-09 01:56:00,924.925,379.93920973,999.1195288760744
2025-05-09 01:57:00,924.925,379.93920973,999.3246960493285
2025-05-09 01:58:00,924.925,379.93920973,999.317097265134
2025-05-09 01:59:00,924.925,379.93920973,999.3512917940096
2025-05-09 02:00:00,924.925,379.93920973,999.3626899703015
2025-05-09 02:01:00,924.925,379.93920973,999.0283434657391
2025-05-09 02:04:00,924.925,379.93920973,999.1309270523662
2025-05-09 02:05:00,924.925,379.93920973,999.0435410341283
2025-05-09 02:07:00,924.925,379.93920973,999.077735563004
2025-05-09 02:08:00,924.925,379.93920973,999.0245440736419
2025-05-09 02:09:00,924.925,379.93920973,999.0663373867121
2025-05-09 02:13:00,924.925,379.93920973,999.0663373867121
2025-05-09 02:16:00,924.925,379.93920973,999.2107142864096
2025-05-09 02:18:00,924.925,379.93920973,999.2031155022149
2025-05-09 02:19:00,924.925,379.93920973,999.1043313076851
2025-05-09 02:21:00,924.925,379.93920973,998.9827507605715
2025-05-09 02:22:00,924.925,379.93920973,999.0017477210581
2025-05-09 02:23:00,924.925,379.93920973,998.9409574475012
2025-05-09 02:24:00,924.925,379.93920973,998.8649696055553
2025-05-09 02:25:00,924.925,379.93920973,998.8649696055553
2025-05-09 02:27:00,924.925,379.93920973,998.8003799399012
2025-05-09 02:29:00,924.925,379.93920973,998.7699848031227
2025-05-09 02:30:00,924.925,379.93920973,998.785182371512
2025-05-09 02:31:00,924.925,379.93920973,998.7737841952201
2025-05-09 02:33:00,924.925,379.93920973,998.7053951374687
2025-05-09 02:34:00,924.925,379.93920973,998.7775835873174
2025-05-09 02:35:00,924.925,379.93920973,998.8269756845823
2025-05-09 02:37:00,924.925,379.93920973,998.9067629186255
2025-05-09 02:38:00,924.925,379.93920973,998.8763677818472
2025-05-09 02:39:00,924.925,379.93920973,998.8915653502363
2025-05-09 02:40:00,924.925,379.93920973,998.8725683897499
2025-05-09 02:41:00,924.925,379.93920973,998.7889817636093
2025-05-09 02:42:00,924.925,379.93920973,998.8459726450687
2025-05-09 02:43:00,924.925,379.93920973,998.8269756845823
2025-05-09 02:44:00,924.925,379.93920973,998.7471884505389
2025-05-09 02:45:00,924.925,379.93920973,998.8041793319985
2025-05-09 02:46:00,924.925,379.93920973,998.7623860189282
2025-05-09 02:47:00,924.925,379.93920973,998.8649696055553
2025-05-09 02:48:00,924.925,379.93920973,998.8763677818472
2025-05-09 02:49:00,924.925,379.93920973,998.9523556237932
2025-05-09 02:50:00,924.925,379.93920973,999.0283434657391
2025-05-09 02:51:00,924.925,379.93920973,998.9485562316959
2025-05-09 02:52:00,924.925,379.93920973,998.8421732529714
2025-05-09 02:53:00,924.925,379.93920973,998.785182371512
2025-05-09 02:54:00,924.925,379.93920973,998.8117781161931
2025-05-09 02:55:00,924.925,379.93920973,998.8877659581391
2025-05-09 02:56:00,924.925,379.93920973,998.7813829794146
2025-05-09 02:57:00,924.925,379.93920973,998.8573708213606
