timestamp,type,price,quantity,value
2025-05-09 00:00:00,buy,104185.3077,0.00071987,75.0
2025-05-12 18:07:00,buy,102122.2323,0.0,74.93507258301375
2025-05-13 16:13:00,sell,104185.3077,0.0,72.18685979864637
2025-05-15 07:14:00,buy,102122.2323,0.0,74.83200831595316
2025-05-16 02:00:00,sell,104185.3077,0.0,72.08048657272433
