timestamp,type,price,quantity,value
2025-05-09 00:00:00,buy,0.1974,379.93920973,75.0
2025-05-09 03:56:00,buy,0.1935,387.59689922,74.93592230245736
2025-05-09 07:06:00,sell,0.1974,387.59689922,75.05663244952329
2025-05-09 08:05:00,sell,0.2013,379.93920973,75.0533652456049
2025-05-09 16:08:00,buy,0.1974,380.20955038,74.99527610522526
2025-05-09 17:47:00,sell,0.2013,380.20955038,75.05053292901917
2025-05-10 17:37:00,buy,0.2184,343.36868827,74.99172151827875
2025-05-10 18:22:00,buy,0.2124,353.06836873,74.91023497801777
2025-05-10 23:15:00,sell,0.2184,353.06836873,75.07303610936738
2025-05-11 02:53:00,buy,0.2124,353.45120579,74.90981430497091
2025-05-11 07:16:00,buy,0.2063,363.50810237,74.74872958360739
2025-05-12 07:00:00,sell,0.2124,363.50810237,75.01723165485213
2025-05-12 12:38:00,sell,0.2184,353.45120579,75.08739442942115
2025-05-12 12:56:00,sell,0.2245,343.36868827,75.09170693203421
2025-05-12 14:30:00,buy,0.2184,343.82649694,74.9958104759521
2025-05-12 16:46:00,sell,0.2245,343.82649694,75.07563136613372
2025-05-12 17:56:00,buy,0.2184,343.75289087,74.99317608026483
2025-05-12 18:32:00,buy,0.2124,353.51880616,74.91353336224992
2025-05-13 01:38:00,buy,0.2063,363.6317579,74.75456864921428
2025-05-13 16:10:00,sell,0.2124,363.6317579,75.02238237507757
2025-05-13 19:47:00,sell,0.2184,353.51880616,75.08374932116246
2025-05-14 02:08:00,buy,0.2124,353.50164464,74.91227257496116
2025-05-14 13:49:00,buy,0.2063,0.0,74.74136499964848
2025-05-15 06:37:00,buy,0.2002,0.0,71.79979637654972
2025-05-15 14:41:00,buy,0.1942,0.0,68.94433013371463
2025-05-15 16:42:00,sell,0.2002,0.0,66.52393490029354
2025-05-15 23:18:00,buy,0.1942,342.55373275,68.84953113432583
2025-05-16 03:03:00,sell,0.2002,342.55373275,69.00515087165357
2025-05-16 22:50:00,buy,0.1942,355.33033405,68.84496791488407
2025-05-17 16:36:00,buy,0.1881,0.0,68.61414100725734
